,gold intent,gold slot,predicted intent,predicted slot,sentences
645,flight,"['O', 'O', 'O', 'B-depart_time.time_relative', 'B-depart_time.time', 'I-depart_time.time', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list flights before 9 am from cincinnati to tampa EOS
646,flight,"['O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-depart_time.time_relative', 'B-depart_time.period_of_day', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'B-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list flights from cincinnati to tampa before noon EOS
647,flight,"['O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-depart_time.time_relative', 'B-depart_time.time', 'I-depart_time.time', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list flights from tampa to cincinnati after 3 pm EOS
648,airline,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",airline,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'B-toloc.city_name', 'I-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list airlines that fly from seattle to salt lake city EOS
649,flight,"['O', 'O', 'B-airline_name', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'I-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list delta flights from seattle to salt lake city EOS
650,capacity,"['O', 'O', 'O', 'O', 'O', 'B-airline_name', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list seating capacities of delta flights from seattle to salt lake city EOS
651,flight,"['O', 'O', 'B-airline_name', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'I-toloc.city_name', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list delta flights from seattle to salt lake city with aircraft type EOS
652,ground_service,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",ground_service,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what ground transportation is there in baltimore EOS
653,ground_service,"['O', 'O', 'O', 'O', 'O', 'B-city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",ground_service,"['O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list ground transportation in baltimore EOS
654,flight,"['O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list flights from baltimore to san francisco on friday EOS
655,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'I-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights from los angeles to pittsburgh on tuesday EOS
656,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'B-depart_date.day_name', 'B-depart_time.period_of_day', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'B-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights from pittsburgh to los angeles thursday evening EOS
657,flight,"['O', 'O', 'O', 'O', 'B-round_trip', 'I-round_trip', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-depart_date.date_relative', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'B-cost_relative', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the round trip flights from cleveland to miami next wednesday EOS
658,airfare,"['O', 'O', 'O', 'O', 'O', 'O', 'B-round_trip', 'I-round_trip', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-depart_date.date_relative', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",airfare,"['O', 'O', 'O', 'O', 'O', 'O', 'I-round_trip', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the fares for round trip flights from cleveland to miami next wednesday EOS
659,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-toloc.city_name', 'O', 'B-fromloc.city_name', 'O', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight+airfare,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights and fares for a trip to cleveland from miami on wednesday EOS
660,airfare,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-depart_date.date_relative', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",airfare,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the fares from miami to cleveland next sunday EOS
661,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-depart_date.day_name', 'B-or', 'B-depart_date.day_name', 'O', 'B-airline_name', 'I-airline_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'O', 'B-depart_date.day_name', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights from milwaukee to phoenix on saturday or sunday on american airlines EOS
662,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-depart_date.day_name', 'B-depart_time.period_of_day', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights from phoenix to milwaukee on wednesday evening EOS
663,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-depart_date.day_name', 'O', 'B-airline_name', 'I-airline_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights from phoenix to milwaukee on wednesday on american airlines EOS
664,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-airline_name', 'I-airline_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights from phoenix to milwaukee on american airlines EOS
665,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the flights from phoenix to milwaukee EOS
666,flight,"['O', 'O', 'O', 'O', 'B-meal', 'O', 'O', 'B-depart_time.period_mod', 'B-depart_date.day_name', 'B-depart_time.period_of_day', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-flight_stop', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS give me the meal flights departing early saturday morning from chicago to seattle nonstop EOS
